"Country or Area","Year","Value","Value Footnotes"
"Guatemala","2002","-300000",""
"Guatemala","1997","-390000",""
"Guatemala","1992","-360000",""
"Guatemala","1987","-300000",""
"Guatemala","1982","-250000",""
"Guatemala","1977","-225000",""
"Guatemala","1972","-105007",""
"Guatemala","1967","-52507",""
"Guatemala","1962","-26259",""
"Guinea","2012","-10000",""
"Guinea","2007","-55577",""
"Guinea","2002","-368004",""
"Guinea","1997","-246148",""
"Guinea","1992","800000",""
"Guinea","1987","162450",""
"Guinea","1982","-38000",""
"Guinea","1977","-353000",""
"Guinea","1972","-275000",""
"Guinea","1967","-18000",""
"Guinea","1962","-13857",""
"Guinea-Bissau","2012","-10000",""
"Guinea-Bissau","2007","-30000",""
"Guinea-Bissau","2002","-30000",""
"Guinea-Bissau","1997","-30000",""
"Guinea-Bissau","1992","-30000",""
"Guinea-Bissau","1987","-25000",""
"Guinea-Bissau","1982","-30000",""
"Guinea-Bissau","1977","-60000",""
"Guinea-Bissau","1972","-25000",""
"Guinea-Bissau","1967","-27230",""
"Guinea-Bissau","1962","-40000",""
"Guyana","2012","-32770",""
"Guyana","2007","-32763",""
"Guyana","2002","-32763",""
"Guyana","1997","-31336",""
"Guyana","1992","-46478",""
"Guyana","1987","-76405",""
"Guyana","1982","-84984",""
"Guyana","1977","-65965",""
"Guyana","1972","-62513",""
"Guyana","1967","-2310",""
"Guyana","1962","2131",""
"Haiti","2012","-175001",""
"Haiti","2007","-239997",""
"Haiti","2002","-170449",""
"Haiti","1997","-135770",""
"Haiti","1992","-133270",""
"Haiti","1987","-131470",""
"Haiti","1982","-124020",""
"Haiti","1977","-98750",""
"Haiti","1972","-88350",""
"Haiti","1967","-58380",""
"Haiti","1962","-51219",""
"Heavily indebted poor countries (HIPC)","2012","-3305049",""
"Heavily indebted poor countries (HIPC)","2007","-3041858",""
"Heavily indebted poor countries (HIPC)","2002","-2113247",""
"Heavily indebted poor countries (HIPC)","1997","-3099932",""
"Heavily indebted poor countries (HIPC)","1992","3735107",""
"Heavily indebted poor countries (HIPC)","1987","-2894676",""
"Heavily indebted poor countries (HIPC)","1982","-5370946",""
"Heavily indebted poor countries (HIPC)","1977","-3270471",""
"Heavily indebted poor countries (HIPC)","1972","-1104676",""
"Heavily indebted poor countries (HIPC)","1967","-181691",""
"Heavily indebted poor countries (HIPC)","1962","-239106",""
"High income","2012","16941482",""
"High income","2007","24447379",""
"High income","2002","22228897",""
"High income","1997","15429476",""
"High income","1992","13477879",""
"High income","1987","10104363",""
"High income","1982","9241892",""
"High income","1977","8391276",""
"High income","1972","6757294",""
"High income","1967","3220610",""
"High income","1962","2487402",""
"High income: nonOECD","2012","4237532",""
"High income: nonOECD","2007","8057556",""
"High income: nonOECD","2002","5316366",""
"High income: nonOECD","1997","2420418",""
"High income: nonOECD","1992","1980395",""
"High income: nonOECD","1987","2316520",""
"High income: nonOECD","1982","3283960",""
"High income: nonOECD","1977","2625189",""
"High income: nonOECD","1972","530301",""
"High income: nonOECD","1967","-519141",""
"High income: nonOECD","1962","-1020340",""
"High income: OECD","2012","12703950",""
"High income: OECD","2007","16389823",""
"High income: OECD","2002","16912531",""
"High income: OECD","1997","13009058",""
"High income: OECD","1992","11497484",""
"High income: OECD","1987","7787843",""
"High income: OECD","1982","5957932",""
"High income: OECD","1977","5766087",""
"High income: OECD","1972","6226993",""
"High income: OECD","1967","3739751",""
"High income: OECD","1962","3507742",""
"Honduras","2012","-50000",""
"Honduras","2007","-100000",""
"Honduras","2002","-150000",""
"Honduras","1997","-180000",""
"Honduras","1992","-120000",""
"Honduras","1987","-70000",""
"Honduras","1982","-50000",""
"Honduras","1977","-30000",""
"Honduras","1972","-50000",""
"Honduras","1967","-70000",""
"Honduras","1962","11000",""
"Hong Kong SAR, China","2012","150000",""
"Hong Kong SAR, China","2007","44716",""
"Hong Kong SAR, China","2002","-41256",""
"Hong Kong SAR, China","1997","601002",""
"Hong Kong SAR, China","1992","155840",""
"Hong Kong SAR, China","1987","160164",""
"Hong Kong SAR, China","1982","82471",""
"Hong Kong SAR, China","1977","401993",""
"Hong Kong SAR, China","1972","66508",""
"Hong Kong SAR, China","1967","-177802",""
"Hong Kong SAR, China","1962","224481",""
"Hungary","2012","75000",""
"Hungary","2007","95789",""
"Hungary","2002","66163",""
"Hungary","1997","78562",""
"Hungary","1992","96796",""
"Hungary","1987","-99736",""
"Hungary","1982","-119461",""
"Hungary","1977","51236",""
"Hungary","1972","-5948",""
"Hungary","1967","-9921",""
"Hungary","1962","3984",""
"Iceland","2012","5429",""
"Iceland","2007","8041",""
"Iceland","2002","3894",""
"Iceland","1997","1994",""
"Iceland","1992","-1054",""
"Iceland","1987","646",""
"Iceland","1982","260",""
"Iceland","1977","-3929",""
"Iceland","1972","-1061",""
"Iceland","1967","-2757",""
"Iceland","1962","-732",""
"India","2012","-2294049",""
"India","2007","-2978380",""
"India","2002","-1923245",""
"India","1997","-442865",""
"India","1992","-127176",""
"India","1987","44748",""
"India","1982","482970",""
"India","1977","1130645",""
"India","1972","2118972",""
"India","1967","-246330",""
"India","1962","-86068",""
"Indonesia","2012","-700000",""
"Indonesia","2007","-737991",""
"Indonesia","2002","-525809",""
"Indonesia","1997","-197437",""
"Indonesia","1992","-346993",""
"Indonesia","1987","-208498",""
"Indonesia","1982","-153912",""
"Indonesia","1977","-135045",""
"Indonesia","1972","-194252",""
"Indonesia","1967","-140374",""
"Indonesia","1962","-160217",""
"Iran, Islamic Rep.","2012","-300001",""
"Iran, Islamic Rep.","2007","-549266",""
"Iran, Islamic Rep.","2002","-70307",""
"Iran, Islamic Rep.","1997","615293",""
"Iran, Islamic Rep.","1992","-2276004",""
"Iran, Islamic Rep.","1987","1344377",""
"Iran, Islamic Rep.","1982","1969421",""
"Iran, Islamic Rep.","1977","419996",""
"Iran, Islamic Rep.","1972","77633",""
"Iran, Islamic Rep.","1967","51755",""
"Iran, Islamic Rep.","1962","-7838",""
"Iraq","2012","449998",""
"Iraq","2007","-457332",""
"Iraq","2002","-266320",""
"Iraq","1997","-17859",""
"Iraq","1992","-154026",""
"Iraq","1987","-630184",""
"Iraq","1982","-199939",""
"Iraq","1977","-47791",""
"Iraq","1972","-8587",""
"Iraq","1967","-6877",""
"Iraq","1962","-1862",""
"Ireland","2012","50000",""
"Ireland","2007","108212",""
"Ireland","2002","199949",""
"Ireland","1997","83412",""
"Ireland","1992","-10648",""
"Ireland","1987","-115193",""
"Ireland","1982","-50745",""
"Ireland","1977","53058",""
"Ireland","1972","37331",""
"Ireland","1967","-50860",""
"Ireland","1962","-109734",""
"Israel","2012","-75985",""
"Israel","2007","273635",""
"Israel","2002","102935",""
"Israel","1997","245334",""
"Israel","1992","456923",""
"Israel","1987","65418",""
"Israel","1982","2604",""
"Israel","1977","62546",""
"Israel","1972","165879",""
"Israel","1967","72440",""
"Israel","1962","208759",""
"Italy","2012","900000",""
"Italy","2007","1911307",""
"Italy","2002","1853488",""
"Italy","1997","223974",""
"Italy","1992","152825",""
"Italy","1987","-10058",""
"Italy","1982","266352",""
"Italy","1977","164927",""
"Italy","1972","19396",""
"Italy","1967","-231781",""
"Italy","1962","-231607",""
"Jamaica","2012","-80000",""
"Jamaica","2007","-100000",""
"Jamaica","2002","-76076",""
"Jamaica","1997","-73208",""
"Jamaica","1992","-111717",""
"Jamaica","1987","-160500",""
"Jamaica","1982","-81713",""
"Jamaica","1977","-113560",""
"Jamaica","1972","-104232",""
"Jamaica","1967","-169362",""
"Jamaica","1962","-148431",""
"Japan","2012","350000",""
"Japan","2007","445661",""
"Japan","2002","622058",""
"Japan","1997","16977",""
"Japan","1992","451392",""
"Japan","1987","-628168",""
"Japan","1982","212063",""
"Japan","1977","45014",""
"Japan","1972","457099",""
"Japan","1967","878290",""
"Japan","1962","209163",""
"Jordan","2012","400002",""
"Jordan","2007","450110",""
"Jordan","2002","-184266",""
"Jordan","1997","-188262",""
"Jordan","1992","401472",""
"Jordan","1987","118198",""
"Jordan","1982","81657",""
"Jordan","1977","-80758",""
"Jordan","1972","-29706",""
"Jordan","1967","254352",""
"Jordan","1962","35715",""
"Kazakhstan","2012","0",""
"Kazakhstan","2007","-11297",""
"Kazakhstan","2002","44530",""
"Kazakhstan","1997","-1324984",""
"Kazakhstan","1992","-1511745",""
"Kazakhstan","1987","-606090",""
"Kazakhstan","1982","-348261",""
"Kazakhstan","1977","-313630",""
"Kazakhstan","1972","-55461",""
"Kazakhstan","1967","173343",""
"Kazakhstan","1962","691681",""
"Kenya","2012","-50000",""
"Kenya","2007","-189330",""
"Kenya","2002","25144",""
"Kenya","1997","-21386",""
"Kenya","1992","221569",""
"Kenya","1987","5023",""
"Kenya","1982","3805",""
"Kenya","1977","-2930",""
"Kenya","1972","-17915",""
"Kenya","1967","-19535",""
"Kenya","1962","-20000",""
"Kiribati","2012","-1000",""
"Kiribati","2007","-1000",""
"Kiribati","2002","-853",""
"Kiribati","1997","-2986",""
"Kiribati","1992","-4278",""
"Kiribati","1987","0",""
"Kiribati","1982","0",""
"Kiribati","1977","0",""
"Kiribati","1972","0",""
"Kiribati","1967","0",""
"Kiribati","1962","0",""
"Korea, Dem. Rep.","2012","0",""
"Korea, Dem. Rep.","2007","0",""
"Korea, Dem. Rep.","2002","0",""
"Korea, Dem. Rep.","1997","0",""
"Korea, Dem. Rep.","1992","0",""
"Korea, Dem. Rep.","1987","0",""
"Korea, Dem. Rep.","1982","0",""
"Korea, Dem. Rep.","1977","0",""
"Korea, Dem. Rep.","1972","0",""
"Korea, Dem. Rep.","1967","0",""
"Korea, Dem. Rep.","1962","0",""
"Korea, Rep.","2012","300000",""
"Korea, Rep.","2007","337810",""
"Korea, Rep.","2002","-98270",""
"Korea, Rep.","1997","-514637",""
"Korea, Rep.","1992","-633048",""
"Korea, Rep.","1987","434981",""
"Korea, Rep.","1982","317043",""
"Korea, Rep.","1977","-165179",""
"Korea, Rep.","1972","-449729",""
"Korea, Rep.","1967","-389118",""
"Korea, Rep.","1962","-281388",""
"Kuwait","2012","299999",""
"Kuwait","2007","448950",""
"Kuwait","2002","200174",""
"Kuwait","1997","125523",""
"Kuwait","1992","-601874",""
"Kuwait","1987","118980",""
"Kuwait","1982","102745",""
"Kuwait","1977","101471",""
"Kuwait","1972","109162",""
"Kuwait","1967","137534",""
"Kuwait","1962","153599",""
"Kyrgyz Republic","2012","-175003",""
"Kyrgyz Republic","2007","-128121",""
"Kyrgyz Republic","2002","-241967",""
"Kyrgyz Republic","1997","-32705",""
"Kyrgyz Republic","1992","-271590",""
"Kyrgyz Republic","1987","-120200",""
"Kyrgyz Republic","1982","-39988",""
"Kyrgyz Republic","1977","17954",""
"Kyrgyz Republic","1972","34140",""
"Kyrgyz Republic","1967","110071",""
"Kyrgyz Republic","1962","116848",""
"Lao PDR","2012","-74998",""
"Lao PDR","2007","-74998",""
"Lao PDR","2002","-172500",""
"Lao PDR","1997","-131254",""
"Lao PDR","1992","-45184",""
"Lao PDR","1987","138",""
"Lao PDR","1982","-35110",""
"Lao PDR","1977","-198756",""
"Lao PDR","1972","46",""
"Lao PDR","1967","30",""
"Lao PDR","1962","76",""
"Latin America & Caribbean (all income levels)","2012","-3111986",""
"Latin America & Caribbean (all income levels)","2007","-5353359",""
"Latin America & Caribbean (all income levels)","2002","-6239858",""
"Latin America & Caribbean (all income levels)","1997","-4205086",""
"Latin America & Caribbean (all income levels)","1992","-2871397",""
"Latin America & Caribbean (all income levels)","1987","-3399279",""
"Latin America & Caribbean (all income levels)","1982","-3720414",""
"Latin America & Caribbean (all income levels)","1977","-2483363",""
"Latin America & Caribbean (all income levels)","1972","-1806953",""
"Latin America & Caribbean (all income levels)","1967","-1828823",""
"Latin America & Caribbean (all income levels)","1962","-1269524",""
"Latin America & Caribbean (developing only)","2012","-3016766",""
"Latin America & Caribbean (developing only)","2007","-5209013",""
"Latin America & Caribbean (developing only)","2002","-6019115",""
"Latin America & Caribbean (developing only)","1997","-4161929",""
"Latin America & Caribbean (developing only)","1992","-2905722",""
"Latin America & Caribbean (developing only)","1987","-3186088",""
"Latin America & Caribbean (developing only)","1982","-3521733",""
"Latin America & Caribbean (developing only)","1977","-2269094",""
"Latin America & Caribbean (developing only)","1972","-1513963",""
"Latin America & Caribbean (developing only)","1967","-1560975",""
"Latin America & Caribbean (developing only)","1962","-1075893",""
"Latvia","2012","-10000",""
"Latvia","2007","-86168",""
"Latvia","2002","-82692",""
"Latvia","1997","-39042",""
"Latvia","1992","-135622",""
"Latvia","1987","42002",""
"Latvia","1982","39884",""
"Latvia","1977","41271",""
"Latvia","1972","54668",""
"Latvia","1967","69482",""
"Latvia","1962","76276",""
"Least developed countries: UN classification","2012","-4921359",""
"Least developed countries: UN classification","2007","-7441333",""
"Least developed countries: UN classification","2002","-4623381",""
"Least developed countries: UN classification","1997","-3449366",""
"Least developed countries: UN classification","1992","2752287",""
"Least developed countries: UN classification","1987","-3961778",""
"Least developed countries: UN classification","1982","-6382647",""
"Least developed countries: UN classification","1977","-4374706",""
"Least developed countries: UN classification","1972","-4761292",""
"Least developed countries: UN classification","1967","-830291",""
"Least developed countries: UN classification","1962","-849805",""
"Lebanon","2012","500001",""
"Lebanon","2007","183370",""
"Lebanon","2002","550110",""
"Lebanon","1997","-29428",""
"Lebanon","1992","90000",""
"Lebanon","1987","-228040",""
"Lebanon","1982","-214381",""
"Lebanon","1977","-270000",""
"Lebanon","1972","-10000",""
"Lebanon","1967","-70002",""
"Lebanon","1962","20000",""
"Lesotho","2012","-19998",""
"Lesotho","2007","-24418",""
"Lesotho","2002","-34493",""
"Lesotho","1997","-74427",""
"Lesotho","1992","-46345",""
"Lesotho","1987","-62682",""
"Lesotho","1982","-25760",""
"Lesotho","1977","-6538",""
"Lesotho","1972","-24048",""
"Lesotho","1967","-22400",""
"Lesotho","1962","-25000",""
"Liberia","2012","-20000",""
"Liberia","2007","175585",""
"Liberia","2002","-50000",""
"Liberia","1997","450000",""
"Liberia","1992","-300000",""
"Liberia","1987","-400000",""
"Liberia","1982","0",""
"Liberia","1977","11949",""
"Liberia","1972","10996",""
"Liberia","1967","11013",""
"Liberia","1962","7996",""
"Libya","2012","-238688",""
"Libya","2007","-88686",""
"Libya","2002","-74865",""
"Libya","1997","-20670",""
"Libya","1992","3965",""
"Libya","1987","5490",""
"Libya","1982","113380",""
"Libya","1977","57534",""
"Libya","1972","58665",""
"Libya","1967","48002",""
"Libya","1962","45891",""
"Lithuania","2012","-28394",""
"Lithuania","2007","-160222",""
"Lithuania","2002","-155484",""
"Lithuania","1997","-99165",""
"Lithuania","1992","-100301",""
"Lithuania","1987","36863",""
"Lithuania","1982","43804",""
"Lithuania","1977","38815",""
"Lithuania","1972","37782",""
"Lithuania","1967","26314",""
"Lithuania","1962","24715",""
"Low & middle income","2012","-16991204",""
"Low & middle income","2007","-24446255",""
"Low & middle income","2002","-22477175",""
"Low & middle income","1997","-15292324",""
"Low & middle income","1992","-13338943",""
"Low & middle income","1987","-9967053",""
"Low & middle income","1982","-9227715",""
"Low & middle income","1977","-8557918",""
"Low & middle income","1972","-6643526",""
"Low & middle income","1967","-3678989",""
"Low & middle income","1962","-2740562",""
"Low income","2012","-4336545",""
"Low income","2007","-8313167",""
"Low income","2002","-5088710",""
"Low income","1997","-3028647",""
"Low income","1992","1859208",""
"Low income","1987","-3397371",""
"Low income","1982","-6777454",""
"Low income","1977","-4295715",""
"Low income","1972","-4435223",""
"Low income","1967","-491517",""
"Low income","1962","-610406",""
"Lower middle income","2012","-10340343",""
"Lower middle income","2007","-10584107",""
"Lower middle income","2002","-12197781",""
"Lower middle income","1997","-7977857",""
"Lower middle income","1992","-7119882",""
"Lower middle income","1987","-4007740",""
"Lower middle income","1982","-1264345",""
"Lower middle income","1977","-1434062",""
"Lower middle income","1972","143198",""
"Lower middle income","1967","-1722234",""
"Lower middle income","1962","23164",""
"Luxembourg","2012","25602",""
"Luxembourg","2007","42279",""
"Luxembourg","2002","14473",""
"Luxembourg","1997","19940",""
"Luxembourg","1992","20040",""
"Luxembourg","1987","12831",""
"Luxembourg","1982","2552",""
"Luxembourg","1977","11846",""
"Luxembourg","1972","15284",""
"Luxembourg","1967","5918",""
"Luxembourg","1962","8527",""
"Macao SAR, China","2012","35000",""
"Macao SAR, China","2007","56322",""
"Macao SAR, China","2002","29866",""
"Macao SAR, China","1997","20203",""
"Macao SAR, China","1992","18844",""
"Macao SAR, China","1987","37411",""
"Macao SAR, China","1982","32747",""
"Macao SAR, China","1977","-6011",""
"Macao SAR, China","1972","-7003",""
"Macao SAR, China","1967","36083",""
"Macao SAR, China","1962","19802",""
"Macedonia, FYR","2012","-4999",""
"Macedonia, FYR","2007","-8588",""
"Macedonia, FYR","2002","3545",""
"Macedonia, FYR","1997","28981",""
"Macedonia, FYR","1992","-129829",""
"Macedonia, FYR","1987","-52461",""
"Macedonia, FYR","1982","-72752",""
"Macedonia, FYR","1977","-14749",""
"Macedonia, FYR","1972","-61002",""
"Macedonia, FYR","1967","-28981",""
"Macedonia, FYR","1962","-40940",""
"Madagascar","2012","-5000",""
"Madagascar","2007","-5000",""
"Madagascar","2002","-5000",""
"Madagascar","1997","-6000",""
"Madagascar","1992","-7000",""
"Madagascar","1987","-8000",""
"Madagascar","1982","-8000",""
"Madagascar","1977","-30000",""
"Madagascar","1972","-19000",""
"Madagascar","1967","-8000",""
"Madagascar","1962","0",""
"Malawi","2012","0",""
"Malawi","2007","110888",""
"Malawi","2002","-22289",""
"Malawi","1997","-179091",""
"Malawi","1992","-932889",""
"Malawi","1987","784999",""
"Malawi","1982","-83786",""
"Malawi","1977","54",""
"Malawi","1972","29207",""
"Malawi","1967","-9696",""
"Malawi","1962","-6874",""
"Malaysia","2012","450000",""
"Malaysia","2007","648242",""
"Malaysia","2002","490830",""
"Malaysia","1997","397501",""
"Malaysia","1992","298812",""
"Malaysia","1987","435408",""
"Malaysia","1982","158020",""
"Malaysia","1977","-6950",""
"Malaysia","1972","-31056",""
"Malaysia","1967","-18722",""
"Malaysia","1962","80684",""
"Maldives","2012","-53",""
"Maldives","2007","-53",""
"Maldives","2002","-105",""
"Maldives","1997","-1100",""
"Maldives","1992","-3072",""
"Maldives","1987","-2605",""
"Maldives","1982","0",""
"Maldives","1977","0",""
"Maldives","1972","2415",""
"Maldives","1967","-2904",""
"Maldives","1962","-581",""
"Mali","2012","-302449",""
"Mali","2007","-100823",""
"Mali","2002","-67110",""
"Mali","1997","-141950",""
"Mali","1992","-173489",""
"Mali","1987","-480652",""
"Mali","1982","-218064",""
"Mali","1977","-174998",""
"Mali","1972","-95585",""
"Mali","1967","-98235",""
"Mali","1962","-70243",""
"Malta","2012","4512",""
"Malta","2007","6735",""
"Malta","2002","3490",""
"Malta","1997","2160",""
"Malta","1992","5791",""
"Malta","1987","2316",""
"Malta","1982","5757",""
"Malta","1977","3740",""
"Malta","1972","-9682",""
"Malta","1967","-12601",""
"Malta","1962","-26384",""
"Mauritania","2012","-20000",""
"Mauritania","2007","9900",""
"Mauritania","2002","30000",""
"Mauritania","1997","9900",""
"Mauritania","1992","-14700",""
"Mauritania","1987","-30300",""
"Mauritania","1982","-16100",""
"Mauritania","1977","-9700",""
"Mauritania","1972","-5950",""
"Mauritania","1967","-2760",""
"Mauritania","1962","-1820",""
"Mauritius","2012","0",""
"Mauritius","2007","-14328",""
"Mauritius","2002","-28626",""
"Mauritius","1997","-8858",""
"Mauritius","1992","-5611",""
"Mauritius","1987","-35977",""
"Mauritius","1982","-21632",""
"Mauritius","1977","-20617",""
"Mauritius","1972","-20463",""
"Mauritius","1967","-29156",""
"Mauritius","1962","-30869",""
"Mexico","2012","-1200191",""
"Mexico","2007","-2051370",""
"Mexico","2002","-2929461",""
"Mexico","1997","-1838905",""
"Mexico","1992","-796462",""
"Mexico","1987","-1377252",""
"Mexico","1982","-1904261",""
"Mexico","1977","-937125",""
"Mexico","1972","-844176",""
"Mexico","1967","-538062",""
"Mexico","1962","-322668",""
"Micronesia, Fed. Sts.","2012","-8192",""
"Micronesia, Fed. Sts.","2007","-12132",""
"Micronesia, Fed. Sts.","2002","-12850",""
"Micronesia, Fed. Sts.","1997","-13618",""
"Micronesia, Fed. Sts.","1992","-2234",""
"Micronesia, Fed. Sts.","1987","-2461",""
"Micronesia, Fed. Sts.","1982","0",""
"Micronesia, Fed. Sts.","1977","-548",""
"Micronesia, Fed. Sts.","1972","-7997",""
"Micronesia, Fed. Sts.","1967","0",""
"Micronesia, Fed. Sts.","1962","0",""
"Middle East & North Africa (all income levels)","2012","962527",""
"Middle East & North Africa (all income levels)","2007","5261664",""
"Middle East & North Africa (all income levels)","2002","1799874",""
"Middle East & North Africa (all income levels)","1997","-1624618",""
"Middle East & North Africa (all income levels)","1992","-2975943",""
"Middle East & North Africa (all income levels)","1987","339748",""
"Middle East & North Africa (all income levels)","1982","2165859",""
"Middle East & North Africa (all income levels)","1977","-70795",""
"Middle East & North Africa (all income levels)","1972","-847756",""
"Middle East & North Africa (all income levels)","1967","-677324",""
"Middle East & North Africa (all income levels)","1962","-354437",""
"Middle East & North Africa (developing only)","2012","-1632058",""
"Middle East & North Africa (developing only)","2007","-619826",""
"Middle East & North Africa (developing only)","2002","-1988564",""
"Middle East & North Africa (developing only)","1997","-1463268",""
"Middle East & North Africa (developing only)","1992","-3091374",""
"Middle East & North Africa (developing only)","1987","-724300",""
"Middle East & North Africa (developing only)","1982","302013",""
"Middle East & North Africa (developing only)","1977","-1775741",""
"Middle East & North Africa (developing only)","1972","-1935628",""
"Middle East & North Africa (developing only)","1967","-1125447",""
"Middle East & North Africa (developing only)","1962","-855265",""
"Middle income","2012","-12654659",""
"Middle income","2007","-16133088",""
"Middle income","2002","-17388465",""
"Middle income","1997","-12263677",""
"Middle income","1992","-15198151",""
"Middle income","1987","-6569682",""
"Middle income","1982","-2450261",""
"Middle income","1977","-4262203",""
"Middle income","1972","-2208303",""
"Middle income","1967","-3187472",""
"Middle income","1962","-2130156",""
"Moldova","2012","-103050",""
"Moldova","2007","-170376",""
"Moldova","2002","-316679",""
"Moldova","1997","-249562",""
"Moldova","1992","-131953",""
"Moldova","1987","-84531",""
"Moldova","1982","-9185",""
"Moldova","1977","-26414",""
"Moldova","1972","55824",""
"Moldova","1967","74449",""
"Moldova","1962","100890",""
"Mongolia","2012","-15001",""
"Mongolia","2007","-15001",""
"Mongolia","2002","-15001",""
"Mongolia","1997","-52463",""
"Mongolia","1992","-88432",""
"Mongolia","1987","0",""
"Mongolia","1982","0",""
"Mongolia","1977","0",""
"Mongolia","1972","0",""
"Mongolia","1967","0",""
"Mongolia","1962","0",""
"Montenegro","2012","-2500",""
"Montenegro","2007","-3316",""
"Montenegro","2002","-5558",""
"Montenegro","1997","-21230",""
"Montenegro","1992","-19369",""
"Montenegro","1987","-5027",""
"Montenegro","1982","-15589",""
"Montenegro","1977","-10302",""
"Montenegro","1972","-13915",""
"Montenegro","1967","-9421",""
"Montenegro","1962","-13587",""
"Morocco","2012","-450000",""
"Morocco","2007","-624912",""
"Morocco","2002","-754890",""
"Morocco","1997","-570891",""
"Morocco","1992","-610547",""
"Morocco","1987","-453748",""
"Morocco","1982","-438928",""
"Morocco","1977","-455032",""
"Morocco","1972","-587914",""
"Morocco","1967","-415001",""
"Morocco","1962","-355373",""
"Mozambique","2012","-25004",""
"Mozambique","2007","-20000",""
"Mozambique","2002","-20000",""
"Mozambique","1997","75000",""
"Mozambique","1992","650000",""
"Mozambique","1987","-1300000",""
"Mozambique","1982","-373366",""
"Mozambique","1977","87373",""
"Mozambique","1972","-23500",""
"Mozambique","1967","-23500",""
"Mozambique","1962","-23500",""
"Myanmar","2012","-100000",""
"Myanmar","2007","-800000",""
"Myanmar","2002","-1000000",""
"Myanmar","1997","4000",""
"Myanmar","1992","-125820",""
"Myanmar","1987","-136990",""
"Myanmar","1982","-54660",""
"Myanmar","1977","0",""
"Myanmar","1972","0",""
"Myanmar","1967","0",""
"Myanmar","1962","0",""
"Namibia","2012","-3336",""
"Namibia","2007","-50000",""
"Namibia","2002","-50000",""
"Namibia","1997","35497",""
"Namibia","1992","23492",""
"Namibia","1987","74791",""
"Namibia","1982","-29139",""
"Namibia","1977","-44585",""
"Namibia","1972","-2825",""
"Namibia","1967","-870",""
"Namibia","1962","0",""
"Nepal","2012","-400570",""
"Nepal","2007","-837223",""
"Nepal","2002","-637797",""
"Nepal","1997","-132784",""
"Nepal","1992","47899",""
"Nepal","1987","-216407",""
"Nepal","1982","-101147",""
"Nepal","1977","-41002",""
"Nepal","1972","-5799",""
"Nepal","1967","-21075",""
"Nepal","1962","-70000",""
"Netherlands","2012","50006",""
"Netherlands","2007","55674",""
"Netherlands","2002","144620",""
"Netherlands","1997","153553",""
"Netherlands","1992","220083",""
"Netherlands","1987","133845",""
"Netherlands","1982","79525",""
"Netherlands","1977","180718",""
"Netherlands","1972","179460",""
"Netherlands","1967","54636",""
"Netherlands","1962","11589",""
"New Caledonia","2012","5660",""
"New Caledonia","2007","4234",""
"New Caledonia","2002","4771",""
"New Caledonia","1997","5571",""
"New Caledonia","1992","4778",""
"New Caledonia","1987","475",""
"New Caledonia","1982","-2085",""
"New Caledonia","1977","-1222",""
"New Caledonia","1972","6442",""
"New Caledonia","1967","1106",""
"New Caledonia","1962","3347",""
"New Zealand","2012","75003",""
"New Zealand","2007","62413",""
"New Zealand","2002","134629",""
"New Zealand","1997","42584",""
"New Zealand","1992","118016",""
"New Zealand","1987","-9418",""
"New Zealand","1982","-2908",""
"New Zealand","1977","-74794",""
"New Zealand","1972","76678",""
"New Zealand","1967","-2624",""
"New Zealand","1962","42751",""
"Nicaragua","2012","-120000",""
"Nicaragua","2007","-200000",""
"Nicaragua","2002","-206400",""
"Nicaragua","1997","-157800",""
"Nicaragua","1992","-113950",""
"Nicaragua","1987","-155700",""
"Nicaragua","1982","-110150",""
"Nicaragua","1977","-59950",""
"Nicaragua","1972","-40006",""
"Nicaragua","1967","-19000",""
"Nicaragua","1962","-14000",""
"Niger","2012","-28497",""
"Niger","2007","-28497",""
"Niger","2002","-28497",""
"Niger","1997","24056",""
"Niger","1992","-2679",""
"Niger","1987","-91917",""
"Niger","1982","-92946",""
"Niger","1977","-18138",""
"Niger","1972","-13763",""
"Niger","1967","-11545",""
"Niger","1962","-11545",""
"Nigeria","2012","-300000",""
"Nigeria","2007","-300000",""
"Nigeria","2002","-170000",""
"Nigeria","1997","-95027",""
"Nigeria","1992","-95769",""
"Nigeria","1987","-91407",""
"Nigeria","1982","-671640",""
"Nigeria","1977","854649",""
"Nigeria","1972","-38526",""
"Nigeria","1967","-43347",""
"Nigeria","1962","1021",""
"North America","2012","6100001",""
"North America","2007","6476315",""
"North America","2002","6351145",""
"North America","1997","9230958",""
"North America","1992","5153644",""
"North America","1987","4791811",""
"North America","1982","4012189",""
"North America","1977","4310836",""
"North America","1972","3612026",""
"North America","1967","2103694",""
"North America","1962","1131868",""
"Norway","2012","149997",""
"Norway","2007","174001",""
"Norway","2002","67400",""
"Norway","1997","58773",""
"Norway","1992","46903",""
"Norway","1987","38715",""
"Norway","1982","24805",""
"Norway","1977","20728",""
"Norway","1972","29273",""
"Norway","1967","13867",""
"Norway","1962","-2274",""
"OECD members","2012","11928759",""
"OECD members","2007","14384242",""
"OECD members","2002","13949231",""
"OECD members","1997","11098717",""
"OECD members","1992","10597817",""
"OECD members","1987","6160855",""
"OECD members","1982","3856619",""
"OECD members","1977","4512200",""
"OECD members","1972","5062070",""
"OECD members","1967","2871999",""
"OECD members","1962","2929889",""
"Oman","2012","1029938",""
"Oman","2007","32567",""
"Oman","2002","106793",""
"Oman","1997","-209243",""
"Oman","1992","65500",""
"Oman","1987","9000",""
"Oman","1982","81500",""
